Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
14778347814,"Jun 12, 2025, 4:32:52 PM",Evening Ride,Ride,,938,5.60,155.0,7,true,,commuter ,activities/15771342625.fit.gz,,12.0,938.0,875.0,5604.3,9.567,6.405,39.0,31.0,1.4,13.2,12.1,0.1,,,,,155.0,134.0,,133.0,196.0,,,7.0,,,,,,,,,,,,,1.0,,1.0,,1749744000.0,3.0,27.0,25.1,13.0,0.42,1014.1,5.8,12.3,119.0,0.0,1749698560.0,1749758592.0,0.625,13396594.0,,0.0,1.0,0.76,30749.0,2.0,,,,,0.0,5.975,0.0,,,,,1.22,,,,,,,,,,,,,,,,""
14777746356,"Jun 12, 2025, 3:31:01 PM",Afternoon Ride,Ride,,911,4.98,160.0,12,true,,commuter ,activities/15770696246.fit.gz,,12.0,911.0,818.0,4984.4,8.8,6.093,34.0,36.0,1.8,9.8,17.0,0.0,,,,,160.0,141.0,,134.0,201.0,,,12.0,,,,,,,,,,,,,1.0,,1.0,,1749740416.0,3.0,26.9,24.9,13.3,0.43,1014.4,6.1,12.9,119.0,0.0,1749698560.0,1749758592.0,0.625,13396594.0,,0.0,1.0,0.77,30703.0,3.0,,,,,0.0,5.471,0.0,,,,,1.08,,,,,,,,,,,,,,,,""
14773238346,"Jun 12, 2025, 5:40:56 AM",Morning Ride,Ride,,876,5.10,160.0,9,true,,commuter ,activities/15765816683.fit.gz,,12.0,876.0,808.0,5100.1,8.586,6.312,28.0,20.0,-2.0,13.0,9.1,0.2,,,,,160.0,137.0,,133.0,188.0,,,9.0,,,,,,,,,,,,,1.0,,1.0,,1749704448.0,1.0,13.5,9.5,9.7,0.78,1018.5,6.7,10.4,98.0,0.0,1749698560.0,1749758592.0,0.625,13396594.0,,0.0,1.0,0.01,27157.0,0.0,,,,,0.0,5.822,0.0,,,,,1.11,,,,,,,,,,,,,,,,""
14772997862,"Jun 12, 2025, 3:37:44 AM",Sunrise Spin,Ride,"",5546,40.84,179.0,93,false,,Cube Agree C:62 Race,activities/15765553994.fit.gz,,12.0,5546.0,5234.0,40846.5,11.16,7.804,92.0,91.0,-0.4,10.4,47.3,0.0,,,107.0,81.0,179.0,147.0,,200.0,1246.0,,11.0,93.0,1098109.0,,,,,,,,229.0,5418.0,0.0,,0.0,,1.0,,1749697152.0,1.0,12.3,7.8,8.9,0.8,1018.9,4.6,9.5,89.0,0.0,1749698560.0,1749758592.0,0.625,9711213.0,,0.0,1.0,0.2,26927.0,0.0,,,,,0.0,7.365,18.8,,,,,,,108.0,85.0,,,,,,,,,,,,,media/da90fb10-974e-4c22-bec2-f6ea69599946.jpg|media/390e2b13-dd83-4172-a44c-1213b7787fe8.jpg|media/f24f5f80-1433-4b93-a8d4-885cfee285e2.jpg
14767543971,"Jun 11, 2025, 4:25:19 PM",Evening Ride,Ride,,810,3.93,138.0,2,true,,commuter ,activities/15759705707.fit.gz,,12.0,810.0,707.0,3930.3,7.82,5.559,28.0,24.0,-1.8,9.4,12.5,0.2,,,,,138.0,106.0,,120.0,101.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1749657600.0,1.0,20.9,21.2,10.9,0.53,1020.8,3.2,8.2,53.0,0.0,1749612160.0,1749672192.0,0.375,13396594.0,,0.0,1.0,0.2,26834.0,2.0,,,,,0.0,4.852,0.0,,,,,0.85,,,,,,,,,,,,,,,,""
14766638838,"Jun 11, 2025, 2:58:08 PM",Afternoon Ride,Ride,,560,2.80,138.0,1,true,,commuter ,activities/15758736570.fit.gz,,12.0,560.0,455.0,2802.5,8.783,6.159,17.0,13.0,7.0,15.2,5.4,0.1,,,,,138.0,111.0,,129.0,71.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1749650432.0,1.0,20.4,21.1,10.3,0.52,1021.9,2.8,6.8,30.0,0.0,1749612160.0,1749672192.0,0.375,13396594.0,,0.0,1.0,0.2,30693.0,5.0,,,,,0.0,5.004,0.0,,,,,0.61,,,,,,,,,,,,,,,,""
14765948557,"Jun 11, 2025, 1:38:01 PM",Afternoon Ride,Ride,,675,4.14,129.0,1,true,,commuter ,activities/15757986047.fit.gz,,12.0,675.0,635.0,4141.5,9.443,6.522,23.0,20.0,1.2,11.2,44.4,0.1,,,,,129.0,101.0,,130.0,81.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1749646848.0,1.0,19.7,20.3,10.7,0.56,1022.3,3.0,6.7,23.0,0.0,1749612160.0,1749672192.0,0.375,13396594.0,,0.0,1.0,0.11,30305.0,6.0,,,,,0.0,6.136,0.0,,,,,0.9,,,,,,,,,,,,,,,,""
14762324692,"Jun 11, 2025, 4:50:06 AM",Morning Weight Training,Weight Training,,3775,0,145.0,8,false,,,activities/15754044284.fit.gz,,,3775.0,3775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,145.0,95.0,,0.0,358.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,10.0,,,,,,,,,,""
14761978393,"Jun 11, 2025, 4:29:13 AM",Morning Ride,Ride,,923,5.02,130.0,2,true,,commuter ,activities/15753664735.fit.gz,,12.0,923.0,888.0,5024.5,7.983,5.658,12.0,6.0,-0.6,8.6,8.1,0.2,,,,,130.0,113.0,,90.0,141.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1749614336.0,1.0,10.4,10.5,8.9,0.9,1021.8,1.0,2.1,21.0,0.0,1749612160.0,1749672192.0,0.375,13396594.0,,0.0,1.0,0.15,24317.0,0.0,,,,,0.0,5.444,0.0,,,,,1.09,,,,,,,,,,,,,,,,""
14755617026,"Jun 10, 2025, 2:46:03 PM",Afternoon Ride,Ride,,884,5.00,150.0,3,true,,commuter ,activities/15746832018.fit.gz,,12.0,884.0,749.0,5008.6,8.917,6.687,29.0,34.0,1.2,9.0,22.2,0.0,,,,,150.0,120.0,,147.0,144.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1749564032.0,8.0,18.2,13.6,13.1,0.72,1015.6,7.2,14.9,293.0,0.2,1749525760.0,1749585792.0,0.375,13396594.0,,0.65,5.0,0.82,21434.0,4.0,,,,,0.0,5.666,0.0,,,,,1.09,,,,,,,,,,,,,,,,""
14752782318,"Jun 10, 2025, 9:15:56 AM",Lunch Weight Training,Weight Training,,1599,0,151.0,3,false,,,activities/15743775989.fit.gz,,,1599.0,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,151.0,93.0,,,159.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,18.0,,,,,,,,,,""
14751444343,"Jun 10, 2025, 5:32:35 AM",Morning Ride,Ride,,897,4.99,133.0,2,true,,commuter ,activities/15742304601.fit.gz,,12.0,897.0,875.0,4996.1,8.017,5.71,27.0,17.0,-5.0,10.6,29.7,0.2,,,,,133.0,117.0,,114.0,151.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1749531648.0,8.0,13.9,8.0,11.3,0.84,1014.6,7.3,13.8,233.0,0.0,1749525760.0,1749585792.0,0.375,13396594.0,,0.47,5.0,0.99,22954.0,0.0,,,,,0.0,5.57,0.0,,,,,1.09,,,,,,,,,,,,,,,,""
14733124632,"Jun 8, 2025, 8:32:06 AM",Vintage bike ride in Switzerland mit George,Ride,"",11092,48.83,183.0,50,false,,,activities/15722525164.fit.gz,,12.0,11092.0,7525.0,48834.0,11.86,6.49,367.0,374.0,553.4,632.2,45.5,0.0,,,,,183.0,121.0,,126.0,1289.0,,,50.0,,,,,,,,,,,0.0,,0.0,,1.0,,1749369600.0,2.0,16.1,17.0,10.6,0.7,1018.1,2.2,7.8,281.0,0.0,1749353728.0,1749410560.0,0.375,,,0.62,5.0,0.38,22603.0,4.0,,,,,0.0,4.403,229.6,,,,,,,,,,,,,,,,,,,,,media/e5a48fe6-d4a2-459d-b421-0ff4c9ceb01e.jpg|media/51040372-c762-4d56-9f7b-9fe8afe7d489.jpg|media/61053ac6-af6f-4223-be41-0121a5dd41b9.jpg|media/37b7b100-c92f-44cf-9b70-d5fe47184280.jpg|media/f6a5e064-ae91-49c8-a8be-2e8c166fbc75.jpg
14722871078,"Jun 7, 2025, 8:01:40 AM",Morning Hike...hills,Hike,"",13273,5.18,160.0,16,false,,,activities/15711430035.fit.gz,,,13273.0,5808.0,5188.0,1.76,0.893,602.0,25.0,1232.6,1824.8,47.9,11.2,,,106.0,55.0,160.0,105.0,,,852.0,,,16.0,,,,,,,,,,,0.0,,0.0,,1.0,,1749283200.0,5.0,13.7,13.3,10.3,0.8,1016.0,1.6,6.3,225.0,0.7,1749267584.0,1749324032.0,0.375,,,0.95,5.0,0.88,10857.0,3.0,,,,,0.0,0.391,5047.8,,,,9520.0,,,,,,,9520.0,,,,,,,,,,""
14705168204,"Jun 5, 2025, 2:49:25 PM",Afternoon Ride,Ride,,932,5.04,125.0,1,true,,commuter ,activities/15692305198.fit.gz,,12.0,932.0,838.0,5043.6,7.76,6.019,30.0,28.0,1.4,8.8,27.5,0.0,,,,,125.0,92.0,,130.0,83.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1749132032.0,3.0,16.8,12.5,11.1,0.69,1006.3,6.2,13.1,230.0,0.1,1749093888.0,1749153536.0,0.375,13396594.0,,0.84,5.0,0.82,29498.0,3.0,,,,,0.0,5.412,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
14701256261,"Jun 5, 2025, 5:39:48 AM",Morning Ride,Ride,,879,5.04,142.0,3,true,,commuter ,activities/15688081626.fit.gz,,12.0,879.0,831.0,5048.0,9.65,6.075,11.0,2.0,-1.8,9.0,4.9,0.2,,,,,142.0,121.0,,101.0,152.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1749099648.0,3.0,13.1,9.3,10.1,0.82,1007.2,4.6,9.4,200.0,0.0,1749093888.0,1749153536.0,0.375,13396594.0,,0.87,5.0,0.88,26966.0,0.0,,,,,0.0,5.743,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
14694807500,"Jun 4, 2025, 3:02:42 PM",Afternoon Ride,Ride,,735,3.83,134.0,2,true,,commuter ,activities/15681190873.fit.gz,,12.0,735.0,665.0,3836.9,8.02,5.77,11.0,14.0,-0.2,13.4,18.2,0.1,,,,,134.0,114.0,,105.0,108.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1749049216.0,1.0,17.7,15.3,9.3,0.58,1007.5,5.9,12.2,248.0,0.0,1749007616.0,1749067008.0,0.375,13396594.0,,0.5,5.0,0.24,30698.0,3.0,,,,,0.0,5.22,0.0,,,,,0.83,,,,,,,,,,,,,,,,""
14694178882,"Jun 4, 2025, 1:39:17 PM",Afternoon Ride,Ride,,704,4.19,162.0,7,true,,commuter ,activities/15680512477.fit.gz,,12.0,704.0,704.0,4197.9,8.46,5.963,31.0,26.0,1.8,14.0,10.5,0.1,,,,,162.0,139.0,,147.0,164.0,,,7.0,,,,,,,,,,,,,1.0,,1.0,,1749042048.0,1.0,17.7,15.0,9.3,0.58,1007.3,6.2,12.8,249.0,0.0,1749007616.0,1749067008.0,0.375,13396594.0,,0.5,5.0,0.24,25533.0,5.0,,,,,0.0,5.963,0.0,,,,,0.91,,,,,,,,,,,,,,,,""
14690552862,"Jun 4, 2025, 5:41:58 AM",Morning Ride,Ride,,941,5.11,135.0,2,true,,commuter ,activities/15676594280.fit.gz,,12.0,941.0,891.0,5112.5,7.967,5.738,27.0,17.0,-2.0,11.4,7.9,0.2,,,,,135.0,115.0,,106.0,144.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1749013248.0,3.0,13.4,10.1,11.5,0.88,1006.1,4.5,9.7,228.0,0.0,1749007616.0,1749067008.0,0.375,13396594.0,,0.47,5.0,0.78,21597.0,0.0,,,,,0.0,5.433,0.0,,,,,1.11,,,,,,,,,,,,,,,,""
14683565280,"Jun 3, 2025, 2:29:05 PM",Afternoon Ride,Ride,,930,5.08,145.0,3,true,,commuter ,activities/15669138799.fit.gz,,12.0,930.0,860.0,5079.1,7.843,5.906,28.0,29.0,3.2,10.6,19.7,0.0,,,,,145.0,118.0,,126.0,148.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1748959232.0,8.0,20.2,16.4,9.8,0.51,1008.3,6.9,13.9,245.0,0.0,1748921216.0,1748980608.0,0.25,13396594.0,,0.14,5.0,0.75,29960.0,3.0,,,,,0.0,5.461,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
14679507994,"Jun 3, 2025, 5:39:50 AM",Morning Ride,Ride,,921,5.03,140.0,3,true,,commuter ,activities/15664772193.fit.gz,,12.0,921.0,851.0,5031.3,8.52,5.912,21.0,10.0,-4.0,9.8,5.5,0.2,,,,,140.0,121.0,,105.0,155.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1748926848.0,2.0,11.6,9.2,7.1,0.74,1011.7,3.5,7.4,182.0,0.0,1748921216.0,1748980608.0,0.25,13396594.0,,0.0,1.0,0.56,28934.0,0.0,,,,,0.0,5.463,0.0,,,,,1.09,,,,,,,,,,,,,,,,""
14673153854,"Jun 2, 2025, 2:53:11 PM",Afternoon Ride,Ride,,997,5.02,139.0,2,true,,commuter ,activities/15657984049.fit.gz,,12.0,997.0,819.0,5019.6,8.137,6.129,29.0,29.0,0.0,10.2,19.1,0.0,,,,,139.0,115.0,,125.0,135.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1748872832.0,1.0,17.3,15.9,9.0,0.58,1016.9,4.5,9.5,287.0,0.0,1748834816.0,1748894080.0,0.125,13396594.0,,0.21,5.0,0.24,25664.0,4.0,,,,,0.0,5.035,0.0,,,,,1.09,,,,,,,,,,,,,,,,""
14669204609,"Jun 2, 2025, 5:50:56 AM",Morning Ride,Ride,,924,5.08,133.0,3,true,,commuter ,activities/15653695314.fit.gz,,12.0,924.0,862.0,5080.1,7.74,5.893,17.0,6.0,-2.0,9.4,5.3,0.2,,,,,133.0,119.0,,100.0,154.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1748840448.0,3.0,13.7,11.9,11.3,0.85,1014.4,3.2,6.6,249.0,0.0,1748834816.0,1748894080.0,0.125,13396594.0,,0.17,5.0,0.79,21622.0,0.0,,,,,0.0,5.498,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
14662865189,"Jun 1, 2025, 11:55:31 AM",Afternoon Walk,Walk,,6729,8.48,111.0,10,false,,,activities/15646841607.fit.gz,,,6729.0,6196.0,8479.3,3.14,1.369,60.0,56.0,-0.4,14.0,46.7,0.0,,,75.0,53.0,111.0,82.0,,,653.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,1748775552.0,3.0,16.1,11.3,12.3,0.78,1014.3,6.3,10.9,246.0,0.0,1748748544.0,1748807680.0,0.125,,,0.19,5.0,0.97,27082.0,4.0,,,,,0.0,1.26,3452.9,,,,10576.0,,,,,,,,,,,,,,,,,""
14653645528,"May 31, 2025, 1:00:41 PM",Weekend ride with the baynes,Ride,"",11452,52.69,158.0,49,false,,Canyon Grizl,activities/15636905537.fit.gz,,12.0,11452.0,8074.0,52695.0,11.257,6.527,105.0,100.0,-3.0,22.6,34.2,0.0,,,101.0,75.0,158.0,129.0,,172.0,1420.0,,27.0,49.0,,,,,,,,,,,0.0,,0.0,,1.0,,1748696448.0,2.0,22.9,23.6,15.4,0.63,1017.0,2.5,5.6,258.0,0.0,1748662144.0,1748721152.0,0.125,11728128.0,,0.1,5.0,0.39,26058.0,5.0,,,,,0.0,4.601,101.0,,,,,,,,,,,,,,,,,,,,,media/1ac5cbbd-07a5-4b97-8646-14ed96f76a58.jpg|media/79674b40-4ab2-487a-8bc1-df6e6fd60a25.jpg
14644868158,"May 30, 2025, 8:06:49 PM",Night Ride,Ride,,912,5.49,153.0,6,true,,commuter ,activities/15627477483.fit.gz,,12.0,912.0,912.0,5498.8,8.5,6.029,10.0,13.0,2.6,9.2,15.2,0.0,,,,,153.0,132.0,,88.0,196.0,,,6.0,,,,,,,,,,,,,1.0,,1.0,,1748635392.0,3.0,16.5,16.2,13.1,0.8,1019.0,2.0,4.7,240.0,0.0,1748575744.0,1748634752.0,0.125,13396594.0,,0.0,1.0,0.79,24924.6,0.0,,,,,0.0,6.029,0.0,,,,,1.2,,,,,,,,,,,,,,,,""
14644737818,"May 30, 2025, 5:16:10 PM",Beach volleyball getting the heart going,Workout,"",9860,4.62,189.0,107,false,,,activities/15627336571.fit.gz,,,9860.0,7356.0,4620.6,2.16,0.628,8.6,9.8,-0.4,3.5,49.0,0.0,,,123.0,57.0,189.0,142.0,,,1743.0,,,107.0,,,,,,,,,,,0.0,,0.0,,1.0,,1748624384.0,2.0,19.6,18.7,13.5,0.68,1019.1,3.7,7.8,257.0,0.0,1748575744.0,1748634752.0,0.125,,,0.0,1.0,0.52,25689.0,1.0,,,,,0.0,0.469,0.0,,,,,,,,,,,6604.0,,,,,,,,,,""
14643296611,"May 30, 2025, 4:45:01 PM",Evening Ride,Ride,,1064,5.66,153.0,9,true,,commuter ,activities/15625787422.fit.gz,,12.0,1064.0,953.0,5665.6,7.729,5.945,12.0,6.0,2.2,10.8,3.4,0.1,,,,,153.0,136.0,,94.0,225.0,,,9.0,,,,,,,,,,,,,1.0,,1.0,,1748620800.0,1.0,20.0,20.1,13.5,0.66,1019.3,4.1,9.0,258.0,0.0,1748575744.0,1748634752.0,0.125,13396594.0,,0.0,1.0,0.12,26052.0,2.0,,,,,0.0,5.325,0.0,,,,,1.23,,,,,,,,,,,,,,,,""
14630974625,"May 29, 2025, 12:11:26 PM",Afternoon Walk,Walk,,3291,4.03,109.0,5,false,,,activities/15612535632.fit.gz,,,3291.0,3238.0,4034.5,1.809,1.246,19.0,18.0,-3.4,3.0,14.0,0.0,,,57.0,51.0,109.0,82.0,,,301.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,1748519936.0,8.0,17.2,12.3,12.8,0.75,1019.3,6.9,13.2,225.0,0.0,1748489472.0,1748548224.0,0.125,,,0.62,5.0,0.98,24890.0,4.0,,,,,0.0,1.226,0.0,,,,5298.0,,,,,,,,,,,,,,,,,""
14621518746,"May 28, 2025, 2:59:27 PM",Afternoon Ride,Ride,,774,3.83,141.0,1,true,,commuter ,activities/15602413320.fit.gz,,12.0,774.0,653.0,3833.6,9.186,5.871,10.0,17.0,1.2,9.6,10.2,-0.2,,,,,141.0,91.0,,99.0,59.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1748440832.0,2.0,14.5,11.8,11.3,0.81,1015.5,4.7,8.5,315.0,0.0,1748403072.0,1748461824.0,0.125,13396594.0,,0.7,5.0,0.56,24338.0,4.0,,,,,0.0,4.953,0.0,,,,,0.83,,,,,,,,,,,,,,,,""
14620870663,"May 28, 2025, 1:41:28 PM",Afternoon Ride,Ride,,701,4.22,159.0,5,true,,commuter ,activities/15601716473.fit.gz,,12.0,701.0,668.0,4223.2,8.363,6.322,17.0,19.0,-0.2,8.8,9.5,0.0,,,,,159.0,126.0,,125.0,135.0,,,5.0,,,,,,,,,,,,,1.0,,1.0,,1748437248.0,3.0,16.2,12.7,12.0,0.76,1014.6,5.5,10.9,297.0,0.0,1748403072.0,1748461696.0,0.125,13396594.0,,0.76,5.0,0.71,20399.0,4.0,,,,,0.0,6.025,0.0,,,,,0.92,,,,,,,,,,,,,,,,""
14617477329,"May 28, 2025, 5:50:34 AM",Morning Ride,Ride,,920,5.06,133.0,2,true,,commuter ,activities/15598052663.fit.gz,,12.0,920.0,871.0,5068.4,8.08,5.819,6.0,4.0,3.4,7.8,5.5,0.0,,,,,133.0,118.0,,83.0,151.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1748408448.0,5.0,13.9,8.5,12.6,0.92,1010.4,6.7,13.2,252.0,0.2,1748403072.0,1748461696.0,0.125,13396594.0,,0.76,5.0,0.97,13838.0,0.0,,,,,0.0,5.509,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
14611461672,"May 27, 2025, 2:57:21 PM","ROUVY - The Good, the Bad and the Ugly | Puncheur's plan",Virtual Ride,,3418,17.23,163.0,33,false,,Kickr Shift,activities/15591641248.fit.gz,,10.0,3418.0,3418.0,17236.5,20.0,5.043,523.0,271.8,413.2,851.2,14.1,1.4,,,113.0,91.0,163.0,133.0,,189.0,615.0,,,33.0,643000.0,,,,,,,,211.0,3419.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15062241.0,,,,,,,,,,,0.0,5.043,0.0,,,,,,,57.0,78.0,,,,,,,,,,,,,media/ea90996a-95c3-45cd-81b9-a35196c05117.jpg|media/9e09d171-19d3-48bb-a1c5-ec4a261baf19.jpg|media/00f1d6a7-552c-482c-814a-2deeeb1c4903.jpg|media/e5cd2f08-555d-4aa4-a790-e51d1d222753.jpg|media/c272430d-75ad-4bf5-aa80-94bcd9610177.jpg|media/11c44ba2-afd0-4a21-8c3e-713cbc717183.jpg|media/4e423de6-d2d4-441a-bc13-1cd5a77f659b.jpg
14610773250,"May 27, 2025, 2:13:48 PM",Afternoon Ride,Ride,,1041,5.05,143.0,3,true,,commuter ,activities/15590900976.fit.gz,,12.0,1041.0,798.0,5051.6,8.4,6.33,6.0,8.0,2.8,8.2,40.0,0.0,,,,,143.0,124.0,,89.0,158.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1748354432.0,5.0,16.1,10.1,11.7,0.75,1013.7,8.0,15.3,234.0,0.9,1748316800.0,1748375296.0,0.0,13396594.0,,0.97,5.0,0.96,6082.0,3.0,,,,,0.0,4.853,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
14606937590,"May 27, 2025, 5:01:49 AM",Morning Weight Training,Weight Training,,2869,0,148.0,5,false,,,activities/15586757669.fit.gz,,,2869.0,2869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,148.0,88.0,,,230.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,12.0,,,,,,,,,,""
14606691939,"May 27, 2025, 4:40:23 AM",Morning Ride,Ride,,919,5.04,134.0,2,true,,commuter ,activities/15586484273.fit.gz,,12.0,919.0,871.0,5046.7,8.25,5.794,10.0,5.0,6.2,14.0,26.7,0.1,,,,,134.0,118.0,,94.0,147.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1748318464.0,5.0,13.0,5.9,10.2,0.83,1012.3,9.4,16.7,218.0,0.9,1748316800.0,1748375296.0,0.0,13396594.0,,0.97,5.0,0.98,8446.0,0.0,,,,,0.0,5.492,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
14601305891,"May 26, 2025, 3:27:31 PM",Afternoon Ride,Ride,,1862,6.08,146.0,4,true,,commuter ,activities/15580723824.fit.gz,,12.0,1862.0,1151.0,6085.7,8.6,5.287,16.0,15.0,0.8,6.4,6.6,0.0,,,,,146.0,113.0,,94.0,180.0,,,4.0,,,,,,,,,,,,,1.0,,1.0,,1748271616.0,8.0,17.0,12.2,8.4,0.57,1016.3,7.1,14.0,243.0,0.0,1748230400.0,1748288768.0,0.875,13396594.0,,0.12,5.0,0.73,29820.0,3.0,,,,,0.0,3.268,0.0,,,,,1.32,,,,,,,,,,,,,,,,""
14600539365,"May 26, 2025, 2:13:31 PM",Afternoon Ride,Ride,,1863,4.49,144.0,3,true,,commuter ,activities/15579903674.fit.gz,,12.0,1863.0,772.0,4490.5,8.083,5.817,24.0,30.0,-2.6,10.0,12.9,-0.1,,,,,144.0,123.0,,122.0,146.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1748268032.0,8.0,17.2,13.1,7.8,0.54,1016.5,7.0,14.1,245.0,0.0,1748230400.0,1748288768.0,0.875,13396594.0,,0.13,5.0,0.49,30319.0,4.0,,,,,0.0,2.41,0.0,,,,,0.98,,,,,,,,,,,,,,,,""
14596716781,"May 26, 2025, 4:56:28 AM",Morning Weight Training,Weight Training,,2640,0,139.0,4,false,,,activities/15575741951.fit.gz,,,2640.0,2640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,139.0,84.0,,,190.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,8.0,,,,,,,,,,""
14596524306,"May 26, 2025, 4:30:03 AM",Morning Ride,Ride,,860,5.04,123.0,2,true,,commuter ,activities/15575524030.fit.gz,,12.0,860.0,860.0,5047.0,7.517,5.869,6.0,2.0,6.0,11.0,23.5,0.1,,,,,123.0,107.0,,82.0,118.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1748231936.0,3.0,12.3,8.0,9.0,0.8,1013.8,4.9,9.9,258.0,0.0,1748230400.0,1748288768.0,0.875,13396594.0,,0.12,5.0,0.76,27326.0,0.0,,,,,0.0,5.869,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
14570761784,"May 23, 2025, 2:38:47 PM",Afternoon Ride,Ride,,854,5.07,157.0,4,true,,commuter ,activities/15547724086.fit.gz,,12.0,854.0,747.0,5070.7,9.49,6.788,29.0,34.0,0.4,8.8,31.6,0.0,,,,,157.0,115.0,,134.0,124.0,,,4.0,,,,,,,,,,,,,1.0,,1.0,,1748008832.0,3.0,13.0,7.0,4.4,0.56,1018.3,6.5,12.9,303.0,0.0,1747971456.0,1748029312.0,0.875,13396594.0,,0.17,5.0,0.82,27640.0,3.0,,,,,0.0,5.938,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
14567060366,"May 23, 2025, 4:53:16 AM",Morning Weight Training,Weight Training,,3605,0,168.0,11,false,,,activities/15543721027.fit.gz,,,3605.0,3605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,168.0,103.0,,,406.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,84.0,,,,,,,,,,""
